Word	Annotation	Sense	Part of Speech	Level
versprechen, verspricht, versprach, hat versprochen	versprechen, verspricht, versprach, hat versprochen		verb	B1
Verstand	der Verstand		der	B2+
verständigen, verständigt, verständigte, hat verständigt	verständigen (sich), verständigt, verständigte, hat verständigt		verb	B2+
verständlich	verständlich		adj	B1
Verständnis	das Verständnis, -se		das	B1
verstärken, verstärkt, verstärkte, hat verstärkt	verstärken, verstärkt, verstärkte, hat verstärkt		verb	B1
Verstärkung	die Verstärkung, -en		die	B2+
verstecken, versteckt, versteckte, hat versteckt	verstecken, versteckt, versteckte, hat versteckt		verb	B1
verstehen, versteht, verstand, hat verstanden	verstehen, versteht, verstand, hat verstanden		verb	A1
versterben, verstirbt, verstarb, ist verstorben	versterben, verstirbt, verstarb, ist verstorben		verb	B2+
Verstoß	der Verstoß, -̈e		der	B2+
verstoßen, verstößt, verstieß, hat verstoßen	verstoßen, verstößt, verstieß, hat verstoßen		verb	B2+
verstummen, verstummt, verstummte, ist verstummt	verstummen, verstummt, verstummte, ist verstummt		verb	B2+
Versuch	der Versuch, -e		der	B1
versuchen, versucht, versuchte, hat versucht	versuchen, versucht, versuchte, hat versucht		verb	A2
Versuchsperson	die Versuchsperson, -en		die	B2+
versus	versus		adv	B1
verteidigen, verteidigt, verteidigte, hat verteidigt	verteidigen, verteidigt, verteidigte, hat verteidigt		verb	B1
Verteidiger	der Verteidiger, -		der	B2+
Verteidigung	die Verteidigung, -en		die	B2+
verteilen, verteilt, verteilte, hat verteilt	verteilen, verteilt, verteilte, hat verteilt		verb	B1
Verteilung	die Verteilung, -en		die	B1
vertiefen, vertieft, vertiefte, hat vertieft	vertiefen, vertieft, vertiefte, hat vertieft		verb	B2+
vertikal	vertikal		adj	B2+
Vertrag	der Vertrag, -̈e		der	A2
vertrauen, vertraut, vertraute, hat vertraut	vertrauen, vertraut, vertraute, hat vertraut		verb, das	B1
vertraut	vertraut		adj	B1
vertreiben, vertreibt, vertrieb, hat vertrieben	vertreiben, vertreibt, vertrieb, hat vertrieben		verb	B2+
vertreten, vertritt, vertrat, hat vertreten	vertreten, vertritt, vertrat, hat vertreten		verb	B1
Vertreter	der Vertreter, -		der	B1
Vertrieb	der Vertrieb, -e		der	B2+
verursachen, verursacht, verursachte, hat verursacht	verursachen, verursacht, verursachte, hat verursacht		verb	B1
verurteilen, verurteilt, verurteilte, hat verurteilt	verurteilen, verurteilt, verurteilte, hat verurteilt		verb	B1
Verwaltung	die Verwaltung, -en		die	B1
verwandeln, verwandelt, verwandelte, hat verwandelt	verwandeln, verwandelt, verwandelte, hat verwandelt		verb	B1
verwandt	verwandt		adj	B1
Verwandte	die Verwandte		der, die	A1
verwechseln, verwechselt, verwechselte, hat verwechselt	verwechseln, verwechselt, verwechselte, hat verwechselt		verb	B1
verweigern, verweigert, verweigerte, hat verweigert	verweigern, verweigert, verweigerte, hat verweigert		verb	B2+
Verweis	der Verweis, -e		der	B2+
verweisen, verweist, verwies, hat verwiesen	verweisen, verweist, verwies, hat verwiesen		verb	B1
verwenden, verwendet, verwendete, hat verwendet	verwenden, verwendet, verwendete, hat verwendet		verb	B1
Verwendung	die Verwendung, -en		die	B1
verwirklichen, verwirklicht, verwirklichte, hat verwirklicht	verwirklichen, verwirklicht, verwirklichte, hat verwirklicht		verb	B2+
verwirren, verwirrt, verwirrte, hat verwirrt	verwirren, verwirrt, verwirrte, hat verwirrt		verb	B2+
verwundern, verwundert, verwunderte, hat verwundert	verwundern, verwundert, verwunderte, hat verwundert		verb	B2+
verzeichnen, verzeichnet, verzeichnete, hat verzeichnet	verzeichnen, verzeichnet, verzeichnete, hat verzeichnet		verb	B2+
verzeihen, verzeiht, verzieh, hat verziehen	verzeihen, verzeiht, verzieh, hat verziehen		verb	B1
verzichten, verzichtet, verzichtete, hat verzichtet	verzichten, verzichtet, verzichtete, hat verzichtet		verb	B1
verziehen, verzieht, verzog, hat verzogen	verziehen, verzieht, verzog, hat verzogen		verb	B2+
verzögern, verzögert, verzögerte, hat verzögert	verzögern, verzögert, verzögerte, hat verzögert		verb	B2+
verzweifeln, verzweifelt, verzweifelte, ist verzweifelt	verzweifeln, verzweifelt, verzweifelte, ist verzweifelt		verb	B2+
Verzweiflung	die Verzweiflung, -en		die	B2+
via	via		prep	B2+
Video	das Video, -s		das	B1
viel	viel		pron	A1
vielfach	vielfach		adj	B2+
Vielfalt	die Vielfalt		die	B1
vielfältig	vielfältig		adj	B1
vielleicht	vielleicht		adv, part	A1
vielmehr	vielmehr		adv	B1
Vielzahl	die Vielzahl		die	B2+
vier	vier		num	A1
Viertel	das Viertel, -		das	B1
vierzehn	vierzehn		num	B2+
vierzig	vierzig		num	B2+
Villa	die Villa, -en		die	B2+
virtuell	virtuell		adj	B1
Virus	das Virus, -en		das	B1
Vision	die Vision, -en		die	B2+
visuell	visuell		adj	B2+
Vitamin	das Vitamin, -e		das	B1
Vizepräsident	der Vizepräsident, -en		der	B2+
Vogel	der Vogel, -̈		der	A2
Vokabular	das Vokabular, -e		das	B2+
Volk	das Volk, -̈er		das	B1
Volkswirtschaft	die Volkswirtschaft, -en		die	B2+
voll	voll		adj	A2
völlig	völlig		adj	B1
vollkommen	vollkommen		adj	B1
vollständig	vollständig		adj	B1
vollziehen, vollzieht, vollzog, hat vollzogen	vollziehen, vollzieht, vollzog, hat vollzogen		verb	B2+
Volumen	das Volumen, -		das	B1
von	von		prep	A1
voneinander	voneinander		adv	B1
vor	vor		prep	A1
vorangehen, geht voran, ging voran, ist vorangegangen	vorangehen, geht voran, ging voran, ist vorangegangen		verb	B2+
vorantreiben, treibt voran, trieb voran, hat vorangetrieben	vorantreiben, treibt voran, trieb voran, hat vorangetrieben		verb	B2+
voraussetzen, setzt voraus, setzte voraus, hat vorausgesetzt	voraussetzen, setzt voraus, setzte voraus, hat vorausgesetzt		verb	B2+
Voraussetzung	die Voraussetzung, -en		die	B1
voraussichtlich	voraussichtlich		adj	B1
vorbei	vorbei		adv	A2
vorbeigehen, geht vorbei, ging vorbei, ist vorbeigegangen	vorbeigehen, geht vorbei, ging vorbei, ist vorbeigegangen		verb	B2+
vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen	vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen		verb	B2+
vorbereiten, bereitet vor, bereitete vor, hat vorbereitet	vorbereiten, bereitet vor, bereitete vor, hat vorbereitet		verb	A2
Vorbereitung	die Vorbereitung, -en		die	B1
vorbeugen, beugt vor, beugte vor, hat vorgebeugt	vorbeugen, beugt vor, beugte vor, hat vorgebeugt		verb	B2+
Vorbild	das Vorbild, -er		das	B1
vordere	vordere		adj	B2+
Vordergrund	der Vordergrund, -̈e		der	B2+
vorerst	vorerst		adv	B2+
Vorfall	der Vorfall, -̈e		der	B2+
Vorfeld	das Vorfeld, -er		das	B2+
Vorgabe	die Vorgabe, -n		die	B2+
Vorgang	der Vorgang, -̈e		der	B1
Vorgänger	der Vorgänger, -		der	B2+
vorgeben, gibt vor, gab vor, hat vorgegeben	vorgeben, gibt vor, gab vor, hat vorgegeben		verb	B1
Vorgehen	das Vorgehen		das	B2+
vorgehen, geht vor, ging vor, ist vorgegangen	vorgehen, geht vor, ging vor, ist vorgegangen		verb	B1
Vorgehensweise	die Vorgehensweise, -n		die	B2+
Vorhaben	das Vorhaben, -		das	B1
vorhaben, hat vor, hatte vor, hat vorgehabt	vorhaben, hat vor, hatte vor, hat vorgehabt		verb	B1
vorhanden	vorhanden		adj	B1
Vorhang	der Vorhang, -̈e		der	B2+
vorher	vorher		adv	A2
vorhin	vorhin		adv	B1
vorig	vorig		adj	B2+
Vorjahr	das Vorjahr, -e		das	B1
vorkommen, kommt vor, kam vor, ist vorgekommen	vorkommen, kommt vor, kam vor, ist vorgekommen		verb	B1
Vorlage	die Vorlage, -n		die	B2+
vorläufig	vorläufig		adj	B1
vorlegen, legt vor, legte vor, hat vorgelegt	vorlegen, legt vor, legte vor, hat vorgelegt		verb	B1
vorlesen, liest vor, las vor, hat vorgelesen	vorlesen, liest vor, las vor, hat vorgelesen		verb	B1
Vorlesung	die Vorlesung, -en		die	A2
vorliegen, liegt vor, lag vor, hat vorgelegen	vorliegen, liegt vor, lag vor, hat vorgelegen		verb	A2
Vormittag	der Vormittag, -e		der	B2+
Vorname	der Vorname, -n		der	A1
vorne, vorn	vorne, vorn		adv	A2
vornehm	vornehm		adj	B2+
vornehmen, nimmt vor, nahm vor, hat vorgenommen	vornehmen (sich), nimmt vor, nahm vor, hat vorgenommen		verb	B1
Vorschlag	der Vorschlag, -̈e		der	A2
vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen	vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen		verb	B1
vorschreiben, schreibt vor, schrieb vor, hat vorgeschrieben	vorschreiben, schreibt vor, schrieb vor, hat vorgeschrieben		verb	B2+
Vorschrift	die Vorschrift, -en		die	B1
vorsehen, sieht vor, sah vor, hat vorgesehen	vorsehen, sieht vor, sah vor, hat vorgesehen		verb	B1
Vorsicht	die Vorsicht		die	A1
vorsichtig	vorsichtig		adj	A2
Vorsitzende	die Vorsitzende		der, die	B1
Vorsprung	der Vorsprung, -̈e		der	B2+
Vorstand	der Vorstand, -̈e		der	B2+
vorstellen, stellt vor, stellte vor, hat vorgestellt	vorstellen, stellt vor, stellte vor, hat vorgestellt		verb	A2
Vorstellung	die Vorstellung, -en		die	B1
Vorteil	der Vorteil, -e		der	B1
Vortrag	der Vortrag, -̈e		der	B1
vortragen, trägt vor, trug vor, hat vorgetragen	vortragen, trägt vor, trug vor, hat vorgetragen		verb	B2+
vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen	vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen		verb, adj	B2+
Vorurteil	das Vorurteil, -e		das	B2+
vorwerfen, wirft vor, warf vor, hat vorgeworfen	vorwerfen, wirft vor, warf vor, hat vorgeworfen		verb	B1
vorwiegend	vorwiegend		adv	B2+
Vorwurf	der Vorwurf, -̈e		der	B1
Vorzeichen	das Vorzeichen, -		das	B2+
vorzeitig	vorzeitig		adj	B2+
vorziehen, zieht vor, zog vor, hat vorgezogen	vorziehen, zieht vor, zog vor, hat vorgezogen		verb	B2+
VWL	VWL (Volkswirtschaftslehre)		die	B1
wach	wach		adj	A2
wachsen, wächst, wuchs, ist gewachsen	wachsen, wächst, wuchs, ist gewachsen		verb	B1
Wachstum	das Wachstum		das	B1
Wachstumsrate	die Wachstumsrate		die	B2+
Waffe	die Waffe, -n		die	B1
Wagen	der Wagen, -		der	A2
wagen, wagt, wagte, hat gewagt	wagen, wagt, wagte, hat gewagt		verb	A2
Wahl	die Wahl, -en		die	B1
wählen, wählt, wählte, hat gewählt	wählen, wählt, wählte, hat gewählt		verb	A2
Wähler	der Wähler, -		der	B2+
Wahlkampf	der Wahlkampf, -̈e		der	B2+
Wahlperiode	die Wahlperiode, -n		die	B2+
Wahnsinn	der Wahnsinn		der	B2+
wahnsinnig	wahnsinnig		adj	B1
wahr	wahr		adj	A2
während	während		prep, conj	B1
Wahrheit	die Wahrheit, -en		die	B1
wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen	wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen		verb	B1
Wahrnehmung	die Wahrnehmung, -en		die	B1
wahrscheinlich	wahrscheinlich		adj, adv	A2
Wahrscheinlichkeit	die Wahrscheinlichkeit, -en		die	B1
Währung	die Währung, -en		die	B2+
Wald	der Wald, -̈er		der	A2
Wand	die Wand, -̈e		die	B1
Wandel	der Wandel, -		der	B2+
wandeln, wandelt, wandelte, ist gewandelt	wandeln, wandelt, wandelte, ist gewandelt		verb	B2+
wandern, wandert, wanderte, ist gewandert	wandern, wandert, wanderte, ist gewandert		verb	A1
Wanderung	die Wanderung, -en		die	B1
Wange	die Wange, -n		die	B2+
wann	wann		pron	A1
Ware	die Ware, -n		die	B1
warm	warm		adj	A2
Wärme	die Wärme		die	B1
warnen, warnt, warnte, hat gewarnt	warnen, warnt, warnte, hat gewarnt		verb	B1
Warnung	die Warnung, -en		die	B2+
warten, wartet, wartete, hat gewartet	warten, wartet, wartete, hat gewartet		verb	A1
warum	warum		adv	A1
was	was		pron	A1
waschen, wäscht, wusch, hat gewaschen	waschen, wäscht, wusch, hat gewaschen		verb	A2
Wasser	das Wasser, -		das	A1
Wasserstoff	der Wasserstoff		der	B2+
Weber	der Weber, -		der	B2+
Webseite	die Webseite, -n		die	A2
Wechsel	der Wechsel, -		der	B2+
Wechselkurs	der Wechselkurs, -e		der	B2+
wechseln, wechselt, wechselte, hat gewechselt	wechseln, wechselt, wechselte, hat gewechselt		verb	A2
Wechselwirkung	die Wechselwirkung, -en		die	B1
wecken, weckt, weckte, hat geweckt	wecken, weckt, weckte, hat geweckt		verb	A2
weder	weder		conj	A2
Weg	der Weg, -e		der	A1
weg	weg		adv	A1
wegen	wegen		prep	A2
weggehen, geht weg, ging weg, ist weggegangen	weggehen, geht weg, ging weg, ist weggegangen		verb	B2+
wegnehmen, nimmt weg, nahm weg, hat weggenommen	wegnehmen, nimmt weg, nahm weg, hat weggenommen		verb	B2+
weh	weh		adj	B2+
wehen, weht, wehte, hat geweht	wehen, weht, wehte, hat geweht		verb	B2+
wehren, wehrt, wehrte, hat gewehrt	wehren (sich), wehrt, wehrte, hat gewehrt		verb	B2+
weiblich	weiblich		adj	A1
weich	weich		adj	A2
weichen, weicht, wich, ist gewichen	weichen, weicht, wich, ist gewichen		verb	B2+
weigern, weigert, weigerte, hat geweigert	weigern (sich), weigert, weigerte, hat geweigert		verb	B2+
Weihnachten	das Weihnachten, -		das, die (pl)	B2+
weil	weil		conj	A1
Weile	die Weile		die	B1
Wein	der Wein, -e		der	A1
weinen, weint, weinte, hat geweint	weinen, weint, weinte, hat geweint		verb	A2
Weise	die Weise, -n		die	A2
weisen, weist, wies, hat gewiesen	weisen, weist, wies, hat gewiesen		verb	B1
weiß	weiß		adj	A2
weit	weit		adj	A1
weitaus	weitaus		adv	B2+
weiter	weiter		adv	A1
weitere	weitere (r, s)		adj	A1
weiterentwickeln, entwickelt weiter, entwickelte weiter, hat weiterentwickelt	weiterentwickeln, entwickelt weiter, entwickelte weiter, hat weiterentwickelt		verb	B2+
Weiterentwicklung	die Weiterentwicklung, -en		die	B2+
weitergeben, gibt weiter, gab weiter, hat weitergegeben	weitergeben, gibt weiter, gab weiter, hat weitergegeben		verb	B2+
weitergehen, geht weiter, ging weiter, ist weitergegangen	weitergehen, geht weiter, ging weiter, ist weitergegangen		verb	B1
weiterhin	weiterhin		adv	A2
weitermachen, macht weiter, machte weiter, hat weitergemacht	weitermachen, macht weiter, machte weiter, hat weitergemacht		verb	B2+
weitgehend	weitgehend		adj	B1
welch	welch, -e, -er, -es		pron	A1
Welle	die Welle, -n		die	B1
Wellenlänge	die Wellenlänge, -n		die	B2+
Welt	die Welt, -en		die	A1
Weltkrieg	der Weltkrieg, -e		der	B1
Weltmeister	der Weltmeister, -		der	B2+
weltweit	weltweit		adj	B1
Wende	die Wende, -n		die	B2+
wenden, wendet, wandte, hat gewandt	wenden, wendet, wandte, hat gewandt		verb	B1
wenig	wenig		adj, pron	A1
wenigstens	wenigstens		adv	A2
wenn	wenn		conj	A1
wer	wer		pron	A1
werben, wirbt, warb, hat geworben	werben, wirbt, warb, hat geworben		verb	B2+
Werbung	die Werbung, -en		die	B1
werden, wird, wurde, ist geworden	werden, wird, wurde, ist geworden		verb, aux, aux	A1
werfen, wirft, warf, hat geworfen	werfen, wirft, warf, hat geworfen		verb	B1
Werk	das Werk, -e		das	B1
Werkstatt	die Werkstatt, -̈en		die	A2
Werkzeug	das Werkzeug, -e		das	B1
Wert	der Wert, -e		der, adj	B1
werten, wertet, wertete, hat gewertet	werten, wertet, wertete, hat gewertet		verb	B2+
wertvoll	wertvoll		adj	B1
Wesen	das Wesen, -		das	B1
wesentlich	wesentlich		adj	A2
weshalb	weshalb		pron	B1
Westen, West-	Westen, West-		der	B1
westlich	westlich		adj	B1
Wettbewerb	der Wettbewerb, -e		der	A2
Wetter	das Wetter, -		das	A1
Wettkampf	der Wettkampf, -̈e		der	B2+
wichtig	wichtig		adj	A1
widerspiegeln, spiegelt wider, spiegelte wider, hat widergespiegelt	widerspiegeln, spiegelt wider, spiegelte wider, hat widergespiegelt		verb	B2+
widersprechen, widerspricht, widersprach, hat widersprochen	widersprechen, widerspricht, widersprach, hat widersprochen		verb	B1
Widerspruch	der Widerspruch, -̈e		der	B2+
Widerstand	der Widerstand, -̈e		der	B1
widmen, widmet, widmete, hat gewidmet	widmen, widmet, widmete, hat gewidmet		verb	B1
wie	wie		pron, part	A1
wieder	wieder		adv	A2
wiedergeben, gibt wieder, gab wieder, hat wiedergegeben	wiedergeben, gibt wieder, gab wieder, hat wiedergegeben		verb	B2+
wiederholen, wiederholt, wiederholte, hat wiederholt	wiederholen, wiederholt, wiederholte, hat wiederholt		verb	A1
Wiederholung	die Wiederholung, -en		die	B1
wiedersehen, sieht wieder, sah wieder, hat wiedergesehen	wiedersehen, sieht wieder, sah wieder, hat wiedergesehen		verb, das	A1
wiederum	wiederum		adv	B1
Wiedervereinigung	die Wiedervereinigung, -en		die	B2+
wiegen, wiegt, wog, hat gewogen	wiegen, wiegt, wog, hat gewogen		verb	B1
Wiener	Wiener		adj	B1
Wiese	die Wiese, -n		die	B1
wieso	wieso		pron	B1
wieviel	wieviel		pron	B2+
wild	wild		adj	B1
Wille	der Wille, -n		der	B1
willen	willen		prep	B2+
Willenserklärung	die Willenserklärung, -en		die	B2+
willkommen	willkommen		adj	A1
Wind	der Wind, -e		der	A1
Winkel	der Winkel, -		der	B1
winken, winkt, winkte, hat gewinkt	winken, winkt, winkte, hat gewinkt		verb	B1
Winter	der Winter, -		der	B1
Wintersemester	das Wintersemester, -		das	A2
winzig	winzig		adj	B1
wir	wir		pron	A1
wirken, wirkt, wirkte, hat gewirkt	wirken, wirkt, wirkte, hat gewirkt		verb	B1
wirklich	wirklich		adj, adv	A2
Wirklichkeit	die Wirklichkeit, -en		die	B1
wirksam	wirksam		adj	B1
Wirkung	die Wirkung, -en		die	B1
Wirt	der Wirt, -e		der	B1
Wirtschaft	die Wirtschaft, -en		die	B1
wirtschaftlich	wirtschaftlich		adj	A2
Wirtschaftsforum	das Wirtschaftsforum, -s		das	B2+
wischen, wischt, wischte, hat gewischt	wischen, wischt, wischte, hat gewischt		verb	B2+
wissen, weiß, wusste, hat gewusst	wissen, weiß, wusste, hat gewusst		verb	A1
Wissenschaft	die Wissenschaft, -en		die	B1
Wissenschaftler	der Wissenschaftler, -		der	B1
wissenschaftlich	wissenschaftlich		adj	A2
Witz	der Witz, -e		der	A2
witzig	witzig		adj	A2
WM	WM (Weltmeisterschaft)		die	B1
wo	wo		pron	A1
woanders	woanders		adv	B2+
wobei	wobei		adv	A2
Woche	die Woche, -n		die	A1
Wochenende	das Wochenende, -n		das	B1
wodurch	wodurch		pron	B2+
wofür	wofür		pron	B2+
woher	woher		pron	A1
wohin	wohin		pron	A1
Wohl	das Wohl		das	B1
wohl	wohl		adv, part	B1
Wohlstand	der Wohlstand		der	B2+
wohnen, wohnt, wohnte, hat gewohnt	wohnen, wohnt, wohnte, hat gewohnt		verb	A1
Wohnung	die Wohnung, -en		die	A1
Wohnzimmer	das Wohnzimmer, -		das	A2
Wolke	die Wolke, -n		die	A2
wollen, will, wollte, hat gewollt	wollen, will, wollte, hat gewollt		verb	A1
womit	womit		pron	B2+
womöglich	womöglich		adv	B1
wonach	wonach		pron	B2+
woran	woran		pron	B2+
worauf	worauf		pron	B1
Wort	das Wort, -̈er		das	A1
wörtlich	wörtlich		adj	B2+
worüber	worüber		pron	B1
worum	worum		pron	B1
wovon	wovon		pron	B2+
wozu	wozu		pron	B2+
Wunde	die Wunde, -n		die	B1
Wunder	das Wunder, -		das	B1
wunderbar	wunderbar		adj	A1
wundern, wundert, wunderte, hat gewundert	wundern (sich), wundert, wunderte, hat gewundert		verb	B1
wunderschön	wunderschön		adj	B1
Wunsch	der Wunsch, -̈e		der	A2
wünschen, wünscht, wünschte, hat gewünscht	wünschen, wünscht, wünschte, hat gewünscht		verb	A2
würdigen, würdigt, würdigte, hat gewürdigt	würdigen, würdigt, würdigte, hat gewürdigt		verb	B2+
Wurst	die Wurst, -̈e		die	A2
Wurzel	die Wurzel, -n		die	B2+
Wüste	die Wüste, -n		die	B2+
Wut	die Wut		die	B2+
wütend	wütend		adj	B1
Zahl	die Zahl, -en		die	A2
zahlen, zahlt, zahlte, hat gezahlt	zahlen, zahlt, zahlte, hat gezahlt		verb	A1
zählen, zählt, zählte, hat gezählt	zählen, zählt, zählte, hat gezählt		verb	B1
