Word	Annotation	Sense	Part of Speech	Level	English
landen, landet, landete, ist gelandet	landen, landet, landete, ist gelandet		verb	B1	to land
See	der See, -n		der, die	A1	lake; sea
Tourist	der Tourist, -en		der	A2	tourist
Konzentration	die Konzentration, -en		die	B1	concentration
verbieten, verbietet, verbot, hat verboten	verbieten, verbietet, verbot, hat verboten		verb	A2	to forbid, prohibit
krank	krank		adj	A1	sick, ill
Fähigkeit	die Fähigkeit, -en		die	B1	ability, capability
finanziell	finanziell		adj	B1	financial
Jugendliche	die Jugendliche		der, die	A1	adolescent
Netz	das Netz, -e		das	B1	net, network
Änderung	die Änderung, -en		die	B1	change, modification, alteration
abschließen, schließt ab, schloss ab, hat abgeschlossen	abschließen, schließt ab, schloss ab, hat abgeschlossen		verb	A2	to lock, conclude
Erkenntnis	die Erkenntnis, -se		die	B1	realization, discovery
selbstverständlich	selbstverständlich		adj	B1	natural, self-evident, obvious
erzeugen, erzeugt, erzeugte, hat erzeugt	erzeugen, erzeugt, erzeugte, hat erzeugt		verb	B1	to produce, generate
Ursache	die Ursache, -n		die	B1	cause
ursprünglich	ursprünglich		adj	B1	original
Basis	die Basis, -en		die	B1	basis
erzielen, erzielt, erzielte, hat erzielt	erzielen, erzielt, erzielte, hat erzielt		verb	B1	to achieve, reach
Forschung	die Forschung, -en		die	B1	research
schießen, schießt, schoss, hat geschossen	schießen, schießt, schoss, hat geschossen		verb	B1	to shoot
warnen, warnt, warnte, hat gewarnt	warnen, warnt, warnte, hat gewarnt		verb	B1	to warn
Zentimeter, cm	Zentimeter, cm		der	B1	centimeter, cm
eröffnen, eröffnet, eröffnete, hat eröffnet	eröffnen, eröffnet, eröffnete, hat eröffnet		verb	B1	to open, start
Ahnung	die Ahnung, -en		die	A2	suspicion, idea
ankündigen, kündigt an, kündigte an, hat angekündigt	ankündigen, kündigt an, kündigte an, hat angekündigt		verb	B1	to announce
Enzym	das Enzym, -e		das	B1	enzyme
individuell	individuell		adj	B1	individual
intensiv	intensiv		adj	B1	intensive
Bundesregierung	die Bundesregierung, -en		die	B1	federal government
begreifen, begreift, begriff, hat begriffen	begreifen, begreift, begriff, hat begriffen		verb	B1	to understand, grasp
Szene	die Szene, -n		die	B1	scene
DDR	DDR (Deutsche Demokratische Republik)		die	B1	
rasch	rasch		adj	B1	quick
real	real		adj	B1	real
Abgeordnete	die Abgeordnete		der, die	B1	member of parliament, congress
verstärken, verstärkt, verstärkte, hat verstärkt	verstärken, verstärkt, verstärkte, hat verstärkt		verb	B1	to strengthen, reinforce
ausschließen, schließt aus, schloss aus, hat ausgeschlossen	ausschließen, schließt aus, schloss aus, hat ausgeschlossen		verb	B1	to exclude, rule out
sinnvoll	sinnvoll		adj	B1	sensible, meaningful
Bezug	der Bezug, -̈e		der	B1	reference, cover
Dienstag	der Dienstag, -e		der	B1	Tuesday
Stand	der Stand, -̈e		der	B1	stand, stage
retten, rettet, rettete, hat gerettet	retten, rettet, rettete, hat gerettet		verb	B1	to save, rescue
zwanzig	zwanzig		num	A1	twenty
Club	der Club, -s		der	A2	club
Gewalt	die Gewalt, -en		die	B1	violence, force
gucken, guckt, guckte, hat geguckt	gucken, guckt, guckte, hat geguckt (kucken)		verb	B1	to look
Anschlag	der Anschlag, -̈e		der	B1	attack
beeinflussen, beeinflusst, beeinflusste, hat beeinflusst	beeinflussen, beeinflusst, beeinflusste, hat beeinflusst		verb	B1	to influence
riechen, riecht, roch, hat gerochen	riechen, riecht, roch, hat gerochen		verb	A1	to smell
außerhalb	außerhalb		prep	A2	outside
begleiten, begleitet, begleitete, hat begleitet	begleiten, begleitet, begleitete, hat begleitet		verb	B1	to accompany
Publikum, Publika	das Publikum, die Publika		das	B1	public, audience
Besucher	der Besucher, -		der	B1	visitor
Wachstum	das Wachstum		das	B1	growth
aufgeben, gibt auf, gab auf, hat aufgegeben	aufgeben, gibt auf, gab auf, hat aufgegeben		verb	B1	to give up
stolz	stolz		adj	B1	proud
Verlust	der Verlust, -e		der	B1	loss
begründen, begründet, begründete, hat begründet	begründen, begründet, begründete, hat begründet		verb	A2	to justify
streng	streng		adj	A2	strict
Ecke	die Ecke, -n		die	A1	corner
Lauf	der Lauf, -̈e		der	B1	course, run, race
Artikel	der Artikel, -		der	A2	article
berühmt	berühmt		adj	A2	famous
ersetzen, ersetzt, ersetzte, hat ersetzt	ersetzen, ersetzt, ersetzte, hat ersetzt		verb	B1	to replace, reimburse
Wahrscheinlichkeit	die Wahrscheinlichkeit, -en		die	B1	probability
Ausland	das Ausland		das	A1	foreign countries
bayrisch	bayrisch		adj	B1	Bavarian
diesmal	diesmal		adv	B1	this time
Gehirn	das Gehirn, -e		das	B1	brain
Gebäude	das Gebäude, -		das	B1	building
langfristig	langfristig		adj	B1	long-term
herzlich	herzlich		adj	A1	cordial, warm
sichern, sichert, sicherte, hat gesichert	sichern, sichert, sicherte, hat gesichert		verb	B1	to secure, safeguard
Material	das Material, -ien		das	B1	material
verbringen, verbringt, verbrachte, hat verbracht	verbringen, verbringt, verbrachte, hat verbracht		verb	B1	to spend (time)
Strom	der Strom, -̈e		der	B1	stream, current, electricity
Amt	das Amt, -Äer		das	B1	office, department, function
kritisieren, kritisiert, kritisierte, hat kritisiert	kritisieren, kritisiert, kritisierte, hat kritisiert		verb	B1	to criticize
vermitteln, vermittelt, vermittelte, hat vermittelt	vermitteln, vermittelt, vermittelte, hat vermittelt		verb	B1	to convey, mediate, find, procure
Wirklichkeit	die Wirklichkeit, -en		die	B1	reality
Union	die Union, -en		die	B1	union
Studium	das Studium, -en		das	A1	study, studies
festhalten, hält fest, hielt fest, hat festgehalten	festhalten, hält fest, hielt fest, hat festgehalten		verb	B1	to hold on to, detain
präsentieren, präsentiert, präsentierte, hat präsentiert	präsentieren, präsentiert, präsentierte, hat präsentiert		verb	B1	to present, show
Demokratie	die Demokratie, -n		die	B1	democracy
niemals	niemals		adv	B1	never
Aufnahme	die Aufnahme, -n		die	B1	reception, recording, snapshot
Ausnahme	die Ausnahme, -n		die	B1	exception
beenden, beendet, beendete, hat beendet	beenden, beendet, beendete, hat beendet		verb	A2	to end
Investition	die Investition, -en		die	B1	investment
Lust	die Lust, -̈e		die	A2	desire
prüfen, prüft, prüfte, hat geprüft	prüfen, prüft, prüfte, hat geprüft		verb	A2	to examine, check
anlegen, legt an, legte an, hat angelegt	anlegen, legt an, legte an, hat angelegt		verb	B1	to put on, invest
Zuschauer	der Zuschauer, -		der	B1	spectator
hell	hell		adj	A1	light, bright
mitten	mitten		adv	B1	in the middle
zufolge	zufolge		prep	B1	according to
Konflikt	der Konflikt, -e		der	B1	conflict
Bahn	die Bahn, -en		die	A1	train, railway, way
Syrien	Syrien		das	B1	Syria
Einkommen	das Einkommen, -		das	B1	income
empfehlen, empfiehlt, empfahl, hat empfohlen	empfehlen, empfiehlt, empfahl, hat empfohlen		verb	A1	to recommend
britisch	britisch		adj	B1	British
fürchten, fürchtet, fürchtete, hat gefürchtet	fürchten, fürchtet, fürchtete, hat gefürchtet		verb	B1	to fear
vorbereiten, bereitet vor, bereitete vor, hat vorbereitet	vorbereiten, bereitet vor, bereitete vor, hat vorbereitet		verb	A2	to prepare
Aktivität	die Aktivität, -en		die	B1	activity
Auftrag	der Auftrag, -̈e		der	B1	instructions, order, job
froh	froh		adj	A2	happy, glad
äußern, äußert, äußerte, hat geäußert	äußern, äußert, äußerte, hat geäußert		verb	B1	to express, voice
Geist	der Geist, -er		der	B1	mind, spirit
Objekt	das Objekt, -e		das	B1	object
möglicherweise	möglicherweise		adv	B1	possibly
zuständig	zuständig		adj	B1	appropriate, responsible
aufweisen, weist auf, wies auf, hat aufgewiesen	aufweisen, weist auf, wies auf, hat aufgewiesen		verb	B1	to show, exhibit, contain
springen, springt, sprang, ist gesprungen	springen, springt, sprang, ist gesprungen		verb	B1	to jump
Hof	der Hof, -̈e		der	B1	courtyard, yard
Polizist	der Polizist, -en		der	B1	police officer, policeman
Übung	die Übung, -en		die	B1	exercise, practice
Widerstand	der Widerstand, -̈e		der	B1	resistance, opposition
anziehen, zieht an, zog an, hat angezogen	anziehen, zieht an, zog an, hat angezogen		verb	B1	to attract, put on, dress
Experte	der Experte, -n		der	B1	expert
ohnehin	ohnehin		adv	B1	anyway
füllen, füllt, füllte, hat gefüllt	füllen, füllt, füllte, hat gefüllt		verb	B1	to fill
Gemeinde	die Gemeinde, -n		die	B1	community, municipality
Pause	die Pause, -n		die	A1	pause, break
scharf	scharf		adj	A2	sharp
schütteln, schüttelt, schüttelte, hat geschüttelt	schütteln, schüttelt, schüttelte, hat geschüttelt		verb	B1	to shake
Fernsehen	das Fernsehen		das	A1	television
Formel	die Formel, -n		die	B1	formula
gelb	gelb		adj	B1	yellow
Sommersemester	das Sommersemester, -		das	B1	summer semester
heftig	heftig		adj	B1	hard, heavy, violent
Bühne	die Bühne, -n		die	B1	stage
empfinden, empfindet, empfand, hat empfunden	empfinden, empfindet, empfand, hat empfunden		verb	B1	to feel
Schaden	der Schaden, -̈		der	B1	damage
umgekehrt	umgekehrt		adj	B1	reversed, contrary, around
veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht	veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht		verb	B1	to publish
aufstellen, stellt auf, stellte auf, hat aufgestellt	aufstellen, stellt auf, stellte auf, hat aufgestellt		verb	B1	to put up, draw up
abhängig	abhängig		adj	B1	dependent
Strecke	die Strecke, -n		die	B1	distance, route
Praxis	die Praxis, -en		die	A1	practice, doctor’s office
ungefähr	ungefähr		adj	B1	approximately
mitnehmen, nimmt mit, nahm mit, hat mitgenommen	mitnehmen, nimmt mit, nahm mit, hat mitgenommen		verb	A1	to take (along)
üblich	üblich		adj	B1	usual
übertragen	übertragen		verb	B1	to transfer
Wissenschaft	die Wissenschaft, -en		die	B1	science
global	global		adj	B1	global
Nachmittag	der Nachmittag, -e		der	B1	afternoon
Annahme	die Annahme, -n		die	B1	acceptance, assumption
Umgebung	die Umgebung, -en		die	B1	surroundings
Öffentlichkeit	die Öffentlichkeit, -en		die	B1	public
Spiegel	der Spiegel, -		der	B1	mirror
zurückkommen, kommt zurück, kam zurück, ist zurückgekommen	zurückkommen, kommt zurück, kam zurück, ist zurückgekommen		verb	B1	to return
besetzen, besetzt, besetzte, hat besetzt	besetzen, besetzt, besetzte, hat besetzt		verb	B1	to occupy, fill
Gegenteil	das Gegenteil, -e		das	A2	opposite
vorbei	vorbei		adv	A2	past, over
Fan	der Fan, -s		der	A2	fan, supporter
Karte	die Karte, -n		die	A1	card, ticket, menu
arm	arm		adj	A1	poor
Krise	die Krise, -n		die	B1	crisis
Strategie	die Strategie, -n		die	B1	strategy
Debatte	die Debatte, -n		die	B1	debate
davor	davor		pron	B1	before, in front of
Journalist	der Journalist, -en		der	B1	journalist
kochen, kocht, kochte, hat gekocht	kochen, kocht, kochte, hat gekocht		verb	A1	to cook
zurückgehen, geht zurück, ging zurück, ist zurückgegangen	zurückgehen, geht zurück, ging zurück, ist zurückgegangen		verb	B1	to go back, decrease
Schmerz	der Schmerz, -en		der	A2	pain, grief
erheblich	erheblich		adj	B1	considerable
ausschließlich	ausschließlich		adj	B1	exclusive
griechisch	griechisch		adj, das	B1	Greek; Greek
naja	naja		part	B1	(oh) well
Runde	die Runde, -n		die	B1	round
Angriff	der Angriff, -e		der	B1	attack
einführen, führt ein, führte ein, hat eingeführt	einführen, führt ein, führte ein, hat eingeführt		verb	B1	to introduce, import
desto	desto		adv	B1	the more
Wettbewerb	der Wettbewerb, -e		der	A2	competition
verfügen, verfügt, verfügte, hat verfügt	verfügen, verfügt, verfügte, hat verfügt		verb	B1	to have sth at one’s disposal, be in charge
woher	woher		pron	A1	from where, how
Zweifel	der Zweifel, -		der	B1	doubt
Konzern	der Konzern, -e		der	B1	corporation
tanzen, tanzt, tanzte, hat getanzt	tanzen, tanzt, tanzte, hat getanzt		verb	A1	to dance
überleben, überlebt, überlebte, hat überlebt	überleben, überlebt, überlebte, hat überlebt		verb	B1	to survive
spezifisch	spezifisch		adj	B1	specific
stabil	stabil		adj	B1	stable, sturdy
Kamera	die Kamera, -s		die	A2	camera
Schatten	der Schatten, -		der	B1	shadow, shade
berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt	berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt		verb	B1	to consider
Pferd	das Pferd, -e		das	A2	horse
begegnen, begegnet, begegnete, ist begegnet	begegnen, begegnet, begegnete, ist begegnet		verb	B1	to meet, encounter, come across
Zugang	der Zugang, -̈e		der	B1	access
elf	elf		num	A1	eleven
Suche	die Suche, -n		die	B1	search
doppelt	doppelt		adj	B1	double
festlegen, legt fest, legte fest, hat festgelegt	festlegen, legt fest, legte fest, hat festgelegt		verb	B1	to determine, fix, lay down
österreichisch	österreichisch		adj	B1	Austrian
sodass	sodass		conj	B1	so that
Tatsache	die Tatsache, -n		die	B1	fact
Alkohol	der Alkohol, -e		der	B1	alcohol
informieren, informiert, informierte, hat informiert	informieren, informiert, informierte, hat informiert		verb	A2	to inform
Norden, Nord-	Norden, Nord-		der	B1	north
vermuten, vermutet, vermutete, hat vermutet	vermuten, vermutet, vermutete, hat vermutet		verb	B1	to assume, suspect
zufrieden	zufrieden		adj	A1	satisfied
reißen, reißt, riss, hat gerissen	reißen, reißt, riss, hat gerissen		verb	B1	to tear
dahin	dahin		adv	B1	there
solange	solange		conj	B1	as long as
Wissenschaftler	der Wissenschaftler, -		der	B1	scholar, scientist
Kommunikation	die Kommunikation, -en		die	B1	communication
Steuer	das Steuer, -		die, das	B1	tax; steering wheel, helm
angeblich	angeblich		adj	B1	alleged
günstig	günstig		adj	A1	cheap, favorable, good
Dezember	der Dezember, -		der	B1	December
Flughafen	der Flughafen, -̈		der	A1	airport
Krankenhaus	das Krankenhaus, -̈er		das	A2	hospital
wenden, wendet, wandte, hat gewandt	wenden, wendet, wandte, hat gewandt		verb	B1	to turn around
türkisch	türkisch		adj, das	B1	Turkish; Turkish
Gegner	der Gegner, -		der	B1	opponent, competitor, enemy
Leser	der Leser, -		der	B1	reader
VWL	VWL (Volkswirtschaftslehre)		die	B1	economics
Handel	der Handel, -̈		der	B1	trade
Kenntnis	die Kenntnis, -se		die	B1	knowledge
sichtbar	sichtbar		adj	B1	visible
zulassen, lässt zu, ließ zu, hat zugelassen	zulassen, lässt zu, ließ zu, hat zugelassen		verb	B1	to allow, admit
Mark	die Mark, -		die	B1	Deutschmark
vorsehen, sieht vor, sah vor, hat vorgesehen	vorsehen, sieht vor, sah vor, hat vorgesehen		verb	B1	to look around, plan, provide for
Schwierigkeit	die Schwierigkeit, -en		die	B1	difficulty
wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen	wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen		verb	B1	to perceive, detect
hinweisen, weist hin, wies hin, hat hingewiesen	hinweisen, weist hin, wies hin, hat hingewiesen		verb	B1	to point to, refer to
Juli	der Juli, -s		der	B1	July
Signal	das Signal, -e		das	B1	signal
kontrollieren, kontrolliert, kontrollierte, hat kontrolliert	kontrollieren, kontrolliert, kontrollierte, hat kontrolliert		verb	A2	to check, control
sowieso	sowieso		adv	B1	anyway
Bauer	der Bauer, -n		der	B1	farmer
Kurs	der Kurs, -e		der	A1	course, exchange rate
einst	einst		adv	B1	once, at one time, one day
Service	der Service, -s		der	A2	service
sprachlich	sprachlich		adj	B1	linguistic
bisherig	bisherig		adj	B1	so far
Fahrer	der Fahrer, -		der	A1	driver
traditionell	traditionell		adj	B1	traditional
weinen, weint, weinte, hat geweint	weinen, weint, weinte, hat geweint		verb	A2	to cry, weep
genießen, genießt, genoss, hat genossen	genießen, genießt, genoss, hat genossen		verb	B1	to enjoy, relish
Dienst	der Dienst, -e		der	B1	service, duty
Lager	das Lager, -		das	B1	camp, storeroom
grau	grau		adj	B1	gray
anhand	anhand		prep	B1	on the basis of, with the aid of
Bus	der Bus, -se		der	A1	bus
Franken, Fr.	Franken, Fr.		der	B1	(Swiss) franc
Kategorie	die Kategorie, -n		die	B1	category
nett	nett		adj	A2	nice
freundlich	freundlich		adj	A2	kind, nice, friendly
perfekt	perfekt		adj	B1	perfect
reich	reich		adj	A2	rich, abundant
Fahrt	die Fahrt, -en		die	B1	drive, trip
Urlaub	der Urlaub, -e		der	A1	vacation
ausländisch	ausländisch		adj	A1	foreign
Instrument	das Instrument, -e		das	A2	instrument
fern	fern		adj	B1	far, distant
Gegend	die Gegend, -en		die	B1	area, region
verstecken, versteckt, versteckte, hat versteckt	verstecken, versteckt, versteckte, hat versteckt		verb	B1	to hide
Feuer	das Feuer, -		das	A1	fire
bemühen, bemüht, bemühte, hat bemüht	bemühen (sich), bemüht, bemühte, hat bemüht		verb	B1	to make an effort
Verständnis	das Verständnis, -se		das	B1	understanding
AfD	AfD (Alternative für Deutschland)		die	B1	AfD, Alternative für Deutschland
Bakterie	die Bakterie, -n		die	B1	bacterium
tauchen, taucht, tauchte, ist getaucht	tauchen, taucht, tauchte, ist getaucht		verb	B1	to dive, dip
Konsequenz	die Konsequenz, -en		die	B1	consequence
Schuld	die Schuld, -en		die, adj	B1	guilt; guilty
Mehrheit	die Mehrheit, -en		die	B1	majority
anhaben, hat an, hatte an, hat angehabt	anhaben, hat an, hatte an, hat angehabt		verb	B1	to wear, damage
Bestimmung	die Bestimmung, -en		die	B1	regulation, purpose, fate
vermeiden, vermeidet, vermied, hat vermieden	vermeiden, vermeidet, vermied, hat vermieden		verb	B1	to avoid
ehrlich	ehrlich		adj	B1	honest
beachten, beachtet, beachtete, hat beachtet	beachten, beachtet, beachtete, hat beachtet		verb	B1	to pay attention, observe
statistisch	statistisch		adj	B1	statistical
Hals	der Hals, -̈e		der	A2	neck, throat
durchsetzen, setzt durch, setzte durch, hat durchgesetzt	durchsetzen, setzt durch, setzte durch, hat durchgesetzt		verb	B1	to carry through, enforce, implement
italienisch	italienisch		adj, das	B1	Italian; Italian
Scheiße	die Scheiße		die	B1	crap, shit
Telefon	das Telefon, -e		das	A1	telephone
Herbst	der Herbst, -e		der	B1	autumn
Ausstellung	die Ausstellung, -en		die	A2	exhibition
Bau	der Bau, -ten		der	B1	construction, building
Keller	der Keller, -		der	A2	cellar
Bürgermeister	der Bürgermeister, -		der	B1	mayor
entlang	entlang		prep	B1	along
Flasche	die Flasche, -n		die	A1	bottle
wunderbar	wunderbar		adj	A1	wonderful
Zweck	der Zweck, -e		der	B1	purpose
ehren, ehrt, ehrte, hat geehrt	ehren, ehrt, ehrte, hat geehrt		verb	B1	to honor
